gene_id,P5052_202_S48,P5052_203_S49,P5052_204_S34,P5052_205_S35,P5052_210_S51,P5052_211_S52,P5052_212_S36,P5052_213_S53,P5052_218_S55,P5052_219_S56,P5052_220_S57,P5052_221_S58,P5052_226_S59,P5052_227_S38,P5052_233_S60,P5052_234_S61,P5052_235_S62,P7553_325_S10
leptidea_sinapisG00000014775,5,5,0,0,4,9,0,7,3,0,244,7,33,2,16,11,73,21
leptidea_sinapisG00000014044,40,34,74,30,61,31,24,57,11,12,48,126,202,703,48,41,34,131
leptidea_sinapisG00000004238,142,95,37,21,98,31,0,25,13,15,75,139,68,149,40,27,16,144
leptidea_sinapisG00000004239,0,0,0,0,4,3,0,0,0,0,8,0,6,23,47,13,22,0
leptidea_sinapisG00000004232,266,203,425,0,311,111,0,210,105,91,277,556,574,1654,268,184,411,595
leptidea_sinapisG00000004233,196,155,62,17,63,166,0,62,17,51,73,212,6,30,40,16,13,0
leptidea_sinapisG00000004230,0,0,0,0,57,15,0,13,15,13,4,8,39,488,129,45,29,13
leptidea_sinapisG00000004231,61,72,57,8,66,44,0,44,14,19,75,226,174,583,69,74,63,196
leptidea_sinapisG00000004236,4839,4003,0,0,32258,17562,0,0,4807,16396,7,0,0,0,6,0,0,5
leptidea_sinapisG00000004237,2879,2116,542,72,1958,749,89,433,626,369,3997,644,2679,3141,2295,3350,1256,3665
leptidea_sinapisG00000004234,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000004235,0,0,0,0,2,0,0,8,0,0,10,2,0,0,2,2,7,0
leptidea_sinapisG00000006906,194,149,30,25,45,43,0,44,37,24,456,65,0,0,8,24,2,9
leptidea_sinapisG00000006907,31,28,0,0,202,49,0,4,5,13,4,0,0,0,10,0,7,0
leptidea_sinapisG00000001624,24,4,0,9,18,6,0,9,9,10,42,31,31,24,23,23,18,10
leptidea_sinapisG00000006905,5,3,5,0,13,12,0,1,0,4,21,53,133,232,12,22,59,77
leptidea_sinapisG00000006902,70,70,88,3,51,69,0,111,50,47,67,102,167,351,54,88,196,117
leptidea_sinapisG00000001623,32,15,6,17,16,9,0,17,9,11,31,35,169,1130,5,10,10,139
leptidea_sinapisG00000006900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
leptidea_sinapisG00000006901,656,796,0,0,1152,1580,20,7,1487,1807,6,0,32,0,80,27,27,149
leptidea_sinapisG00000003443,0,0,15,0,0,0,0,0,0,0,5,0,0,0,74,11,10,0
leptidea_sinapisG00000006908,15,24,7,0,22,19,0,14,6,12,23,13,78,69,51,75,99,22
leptidea_sinapisG00000001629,3,0,0,0,0,0,0,13,0,0,0,0,8,35,0,0,2,0
leptidea_sinapisG00000001309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,29,109,0
leptidea_sinapisG00000001228,44,23,350,67,49,35,68,100,29,18,63,153,124,243,133,164,104,146
leptidea_sinapisG00000014349,139,140,74,0,210,56,0,47,38,50,76,437,22,115,32,4,156,1
leptidea_sinapisG00000014348,136,155,102,104,218,191,5,226,178,164,128,168,101,354,74,47,258,82
leptidea_sinapisG00000010628,55,37,52,0,33,17,0,16,10,9,33,74,83,231,41,28,26,101
leptidea_sinapisG00000014343,2158,1681,7809,1865,1287,1317,1067,3891,1562,871,2256,3113,6505,18616,1915,2053,2126,9968
leptidea_sinapisG00000014342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002744,10,2,0,0,3,3,0,7,0,3,18,7,7,0,11,4,5,13
leptidea_sinapisG00000014340,0,2,0,0,2,0,0,3,0,0,6,13,66,378,9,15,12,42
leptidea_sinapisG00000014347,1,1,6,1,4,5,0,2,1,1,1,5,6,9,1,2,5,5
leptidea_sinapisG00000014346,5566,5853,19141,3086,10145,13827,2766,6999,7335,6377,7043,43236,35002,194831,72111,74230,17170,61733
leptidea_sinapisG00000014345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014344,110,62,5,8,30,48,0,38,12,17,19,20,9,140,8,0,2,25
leptidea_sinapisG00000010109,0,0,0,0,0,0,0,0,2,0,0,60,0,0,5,3,0,0
leptidea_sinapisG00000010108,0,0,0,0,0,2,0,0,0,0,0,0,6727,11339,0,0,0,6084
leptidea_sinapisG00000001952,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001953,0,8,0,0,0,2,0,1,0,3,2,7,0,0,0,0,0,3
leptidea_sinapisG00000001486,8,10,0,0,0,9,0,0,0,4,2,7,13,0,0,0,0,0
leptidea_sinapisG00000001955,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001956,0,0,0,0,3,0,0,0,0,0,3,2,0,0,3,6,0,5
leptidea_sinapisG00000001957,30,22,281,68,24,14,32,70,10,7,33,89,180,487,221,359,239,269
leptidea_sinapisG00000010101,20,14,87,0,556,263,0,19,105,121,14,456,1103,7709,2230,1916,933,910
leptidea_sinapisG00000010100,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,2
leptidea_sinapisG00000010103,2772,2376,1768,330,2744,3251,587,2905,1560,1379,8133,1267,32900,102472,30512,23089,156812,64073
leptidea_sinapisG00000010102,18632,20294,6466,1257,38459,13894,124,4950,10743,9140,4509,23766,4839,11806,6014,4137,11592,6490
leptidea_sinapisG00000010457,0,0,0,0,6,3,0,0,2,0,17,0,0,0,0,0,0,0
leptidea_sinapisG00000010456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000010455,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
leptidea_sinapisG00000010106,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
leptidea_sinapisG00000001684,0,8,0,0,8,6,0,0,3,0,15,18,0,30,7,18,9,10
leptidea_sinapisG00000003119,39,27,8,0,14,1,5,7,0,0,15,73,20,55,6,0,7,2
leptidea_sinapisG00000000689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000688,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,4,0,0
leptidea_sinapisG00000000687,1650,1313,2446,656,972,739,146,1032,612,640,1010,2401,1131,4999,501,629,439,1350
leptidea_sinapisG00000000686,495,372,995,233,438,287,52,584,156,211,1035,2088,931,4006,694,724,886,1117
leptidea_sinapisG00000000685,260,172,24,19,186,40,0,18,92,54,101,289,299,563,19,20,57,324
leptidea_sinapisG00000000684,18,6,0,0,20,0,0,0,29,0,26,0,0,30,31,9,17,0
leptidea_sinapisG00000000683,13,8,0,0,8,8,3,43,10,8,17,6,0,54,0,7,4,0
leptidea_sinapisG00000000682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000681,2,11,31,0,16,41,0,163,15,23,1785,6241,5,0,7,30,9,36
leptidea_sinapisG00000000680,59,31,62,13,44,22,15,43,30,33,60,79,101,315,31,27,30,83
leptidea_sinapisG00000008081,5032,4705,1915,402,8347,6016,150,2045,3972,4480,2036,1035,1431,8573,2407,1141,2142,2265
leptidea_sinapisG00000008080,0,8,0,0,0,10,0,3,0,0,4,10,8,0,3,0,9,8
leptidea_sinapisG00000008083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000008082,17,6,85,26,13,6,18,30,7,3,24,24,40,65,34,94,48,69
leptidea_sinapisG00000008085,717,451,567,387,291,265,157,759,170,100,718,777,1633,6106,140,111,67,1809
leptidea_sinapisG00000008084,369,271,602,95,536,293,42,329,201,196,931,1171,1215,2106,708,554,722,1240
leptidea_sinapisG00000008087,3,4,0,0,7,0,14,0,0,0,12,0,0,0,53,34,57,0
leptidea_sinapisG00000003698,287,217,0,0,293,202,0,18,125,183,30,15,0,0,8,0,0,0
leptidea_sinapisG00000008089,341,223,386,87,387,167,31,159,133,105,390,1339,307,986,375,392,190,343
leptidea_sinapisG00000008088,183,59,1797,0,114,0,196,5,142,0,809,34,2,0,2122,1566,2068,0
leptidea_sinapisG00000012328,1086,845,3063,514,693,600,466,1681,948,749,854,1455,1545,6772,1626,1871,1981,1432
leptidea_sinapisG00000003880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000003881,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
leptidea_sinapisG00000003882,24,3,144,0,23,3,0,6,8,0,41,11,164,205,321,104,277,189
leptidea_sinapisG00000003883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000015168,78,75,62,3,232,88,8,24,246,168,81,428,455,3515,1156,1733,1296,314
leptidea_sinapisG00000015169,17,0,186,0,5,0,29,0,16,0,18,2,5,43,42,47,107,0
leptidea_sinapisG00000003886,74,71,219,39,100,51,3,103,43,39,207,499,321,996,280,199,220,388
leptidea_sinapisG00000003887,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000015164,11,14,0,0,23,15,0,0,4,6,0,12,11,0,0,13,22,6
leptidea_sinapisG00000003889,33,32,9,0,84,60,0,6,12,37,73,150,50,291,30,65,44,50
leptidea_sinapisG00000015166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000015167,22,9,0,0,5,6,0,7,0,1,5,10,10,65,12,4,15,0
leptidea_sinapisG00000015160,25,11,0,0,39,6,0,4,8,13,22,94,21,44,10,13,14,19
leptidea_sinapisG00000015161,101,77,718,345,300,57,53,116,74,37,1945,8144,330,355,428,454,596,451
leptidea_sinapisG00000015162,0,0,0,0,0,0,0,0,0,0,22,8,0,0,0,0,0,0
leptidea_sinapisG00000015163,0,2,26,0,6,7,0,14,0,0,0,0,11,2096,10,11,5,16
leptidea_sinapisG00000005015,0,0,0,0,0,0,17,0,2,0,7,68,9,0,0,8,0,0
leptidea_sinapisG00000000534,0,2,150,9,0,0,0,20,0,4,3,10539,54,220,37,195,33,15
leptidea_sinapisG00000005017,0,0,0,0,0,0,0,0,0,0,63,9,0,0,0,0,0,0
leptidea_sinapisG00000000536,0,0,5,0,4,0,0,0,0,0,0,3,6,0,0,14,5,5
leptidea_sinapisG00000005011,9,8,0,0,12,4,0,0,2,0,6,18,41,0,0,0,11,19
leptidea_sinapisG00000005010,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
leptidea_sinapisG00000000533,204,130,49,53,134,38,12,28,67,48,83,151,274,519,64,63,130,201
leptidea_sinapisG00000005012,204,158,170,35,194,83,12,62,41,62,180,482,473,565,163,129,144,472
leptidea_sinapisG00000011854,5,2,41,0,11,0,0,0,11,0,9,6,0,0,41,21,39,0
leptidea_sinapisG00000011855,7,10,12,19,27,4,0,11,0,5,14,11,27,97,7,3,5,26
leptidea_sinapisG00000011856,0,0,25,299,22,0,2631,4901,7,6,6016,57,2306,14554,7777,5616,1389,2305
leptidea_sinapisG00000011857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000005019,0,0,11,0,0,0,9,0,0,0,11,0,2,0,60,44,27,6
leptidea_sinapisG00000000538,0,0,0,0,9,0,0,0,0,0,5,0,0,0,13,0,5,0
leptidea_sinapisG00000011852,29,27,7,1,21,31,0,10,9,10,62,59,56,250,25,56,76,54
leptidea_sinapisG00000011853,160,153,220,53,159,94,17,86,99,59,478,297,451,2585,426,896,527,410
leptidea_sinapisG00000005338,1010,679,2667,554,807,873,343,2251,419,379,1228,1312,1288,5744,1803,1290,1295,2558
leptidea_sinapisG00000005339,14,3,145,0,8,0,92,0,12,0,71,0,0,0,215,127,281,0
leptidea_sinapisG00000005330,236,161,170,23,221,77,7,96,84,85,168,441,404,615,81,112,168,352
leptidea_sinapisG00000005331,50,56,108,22,66,21,0,28,20,48,59,134,297,901,261,213,599,321
leptidea_sinapisG00000005332,87,135,0,0,21,48,0,26,13,25,106,18,3,37,4,3,5,4
leptidea_sinapisG00000005333,0,7,0,0,0,0,0,5,0,0,3,0,0,13,16,6,0,5
leptidea_sinapisG00000005334,3789,2731,11188,3218,1351,2191,4313,12884,2083,2291,8312,6555,12563,42573,7258,9343,5366,18028
leptidea_sinapisG00000005335,116,127,125,36,148,82,0,97,38,34,92,186,107,477,117,82,139,57
leptidea_sinapisG00000005336,246,172,139,9,359,120,5,58,84,107,102,377,153,777,119,106,98,133
leptidea_sinapisG00000005337,108,72,20,2,144,39,7,31,27,29,78,216,99,328,114,84,15,150
leptidea_sinapisG00000008889,79,68,25,64,32,20,0,60,26,24,199,1502,18,22,38,20,33,5
leptidea_sinapisG00000008888,60,59,325,0,19,10,4,35,12,15,87,164,74,252,14,7,34,91
leptidea_sinapisG00000008881,86,73,214,24,92,82,12,149,31,14,334,447,177,543,266,140,177,234
leptidea_sinapisG00000008880,11,6,0,0,16,12,0,0,2,8,4,0,0,0,6,0,5,0
leptidea_sinapisG00000008883,0,0,0,0,0,0,0,0,0,0,33,0,4,271,0,35,33,59
leptidea_sinapisG00000008882,16,3,1,0,9,0,0,0,3,0,6,0,0,0,46,17,27,2
leptidea_sinapisG00000008885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000008884,27,31,14,24,156,27,5,103,88,20,418,25,145,367,187,242,283,220
leptidea_sinapisG00000008887,46,29,34,5,33,23,0,12,15,13,32,394,51,124,89,62,29,44
leptidea_sinapisG00000008886,52,51,65,0,40,9,0,6,29,29,56,107,239,397,87,30,75,203
leptidea_sinapisG00000013970,4,14,19,0,5,0,0,15,0,2,9,26,8,12,19,13,5,0
leptidea_sinapisG00000012325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001833,0,0,0,0,0,1,0,0,0,0,0,1,6,0,2,3,2,6
leptidea_sinapisG00000001832,11,12,4,0,11,6,0,0,0,0,0,10,6,28,3,0,0,4
leptidea_sinapisG00000009554,2449,2053,1143,277,246,289,176,2004,922,293,1322,828,1109,2757,640,1845,1500,1147
leptidea_sinapisG00000001831,4,6,0,0,4,4,0,0,2,4,10,7,1,0,5,2,6,6
leptidea_sinapisG00000005486,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5
leptidea_sinapisG00000005487,199,165,57,0,276,49,0,45,82,49,101,377,273,526,161,103,70,252
leptidea_sinapisG00000005484,873,788,476,98,1271,1024,10,258,359,471,1281,1114,1037,4564,1161,952,676,1062
leptidea_sinapisG00000005485,0,5,91,0,0,0,34,24,12,0,46,3,5,0,163,73,183,0
leptidea_sinapisG00000005482,0,0,0,0,0,0,0,0,0,0,0,0,8,29,9,0,2,118
leptidea_sinapisG00000013930,2074,2366,13839,2940,2204,4948,7174,5946,2094,2576,5941,8552,14018,33536,3282,4849,5229,17083
leptidea_sinapisG00000005480,110,59,20,12,59,65,0,27,37,28,156,119,108,77,114,89,93,39
leptidea_sinapisG00000005481,511,521,3190,507,3559,932,151,391,1354,605,345,2225,3325,8745,1475,1668,5895,2196
leptidea_sinapisG00000007130,189,147,55,16,249,66,29,23,88,73,64,85,821,3699,1206,1774,1397,836
leptidea_sinapisG00000005488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000005489,609,367,1338,351,257,374,199,728,370,271,735,1083,1615,4225,509,332,385,2125
leptidea_sinapisG00000001835,363,467,1159,466,640,1010,113,1131,603,752,1492,1091,2059,6924,1782,1522,2821,2126
leptidea_sinapisG00000001834,0,0,0,0,3,0,0,0,0,0,0,17,6,0,0,5,0,0
leptidea_sinapisG00000003113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002599,9,11,0,0,6,7,0,0,3,0,38,91,0,0,19,4,55,6
leptidea_sinapisG00000002598,0,0,0,0,5,0,0,0,0,0,0,3,0,0,2,2,3,5
leptidea_sinapisG00000002591,0,0,0,0,4,0,0,4,0,6,15,3,2,0,0,0,4,0
leptidea_sinapisG00000002590,73,18,79,8,26,26,0,26,24,8,72,138,75,260,51,127,98,60
leptidea_sinapisG00000002593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002592,58,39,5,0,27,26,0,19,24,38,37,66,48,62,40,16,17,31
leptidea_sinapisG00000002595,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
leptidea_sinapisG00000002594,186,137,401,236,323,207,307,1385,199,121,4035,627,808,3311,1172,1001,2029,1288
leptidea_sinapisG00000002597,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
leptidea_sinapisG00000002596,138,103,277,75,92,26,6,143,43,60,236,352,435,1248,178,183,141,517
leptidea_sinapisG00000013935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001226,36,21,6,0,27,0,0,7,9,15,38,6,64,275,76,149,82,40
leptidea_sinapisG00000004829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000004828,114,97,110,33,83,30,16,145,29,22,272,332,298,598,384,149,186,270
leptidea_sinapisG00000004827,25,16,0,0,27,15,0,14,0,9,17,69,22,98,66,75,15,60
leptidea_sinapisG00000004826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000004825,165,152,94,46,123,76,13,101,50,48,328,265,120,376,166,84,68,158
leptidea_sinapisG00000004824,59,73,7,3,73,54,0,44,27,21,20,16,10,93,9,11,92,25
leptidea_sinapisG00000004823,0,0,0,0,1,0,0,0,0,0,1,0,4,2,2,2,0,12
leptidea_sinapisG00000004822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000004821,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
leptidea_sinapisG00000004820,9,8,4,0,16,0,0,9,8,10,32,35,0,26,17,12,15,5
leptidea_sinapisG00000006689,279,217,206,25,187,123,23,143,56,60,205,365,358,738,260,206,179,567
leptidea_sinapisG00000006688,862,1491,0,0,4570,1410,0,13,930,667,43,0,0,0,4,0,0,0
leptidea_sinapisG00000013757,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
leptidea_sinapisG00000013756,544,512,139,56,522,378,34,320,158,260,1267,504,466,2178,875,756,332,404
leptidea_sinapisG00000013751,123,96,325,27,73,68,30,48,33,40,81,242,113,304,102,112,211,121
leptidea_sinapisG00000013750,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,2,3,2
leptidea_sinapisG00000013753,2,0,39,1597,426,11,4197,14153,10,71,2519,22795,19022,248919,26819,122785,789,5822
leptidea_sinapisG00000013752,15,15,25,0,11,11,0,9,2,0,7,3,9,49,17,10,15,20
leptidea_sinapisG00000006681,475,312,618,56,620,264,11,252,209,177,493,3143,924,2456,519,422,415,825
leptidea_sinapisG00000006680,1203,1178,7806,1289,723,833,6,1426,218,877,56,7380,2113,6165,1425,967,3141,1749
leptidea_sinapisG00000006683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013759,3,18,4,0,12,4,0,9,8,8,25,32,22,32,11,7,9,37
leptidea_sinapisG00000006684,312,172,2228,256,158,127,236,489,204,111,364,575,1479,2548,621,445,617,1533
leptidea_sinapisG00000006687,4,7,163,212,57,5,0,9560,0,12,940,2999,512,1125,1334,739,572,367
leptidea_sinapisG00000006686,133,86,204,5,81,35,0,31,30,15,84,1134,44,56,49,56,21,17
leptidea_sinapisG00000002375,0,1,10,0,2,0,7,0,5,0,22,0,7,0,34,0,9,7
leptidea_sinapisG00000009821,30,25,41,13,11,18,20,32,5,11,25,15,92,91,40,17,40,34
leptidea_sinapisG00000002377,12,7,11,0,8,5,0,34,11,4,112,114,137,893,403,984,756,129
leptidea_sinapisG00000002376,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0
leptidea_sinapisG00000002371,27,6,15,0,17,0,13,0,10,0,12,8,0,0,72,7,33,0
leptidea_sinapisG00000002370,4,6,88,0,20,11,0,7,4,5,7,40,211,142,220,538,240,223
leptidea_sinapisG00000002373,114,81,65,26,105,41,16,42,37,35,143,180,258,216,131,70,88,161
leptidea_sinapisG00000002372,0,2,0,0,3,4,0,0,0,0,3,8,0,0,5,0,0,0
leptidea_sinapisG00000009828,31,16,115,9,58,9,10,24,3,16,68,33,340,172,163,79,294,69
leptidea_sinapisG00000009829,319,291,1681,259,366,521,371,803,428,390,689,1571,3737,8962,1468,2113,1944,5770
leptidea_sinapisG00000008518,0,0,0,0,0,7,0,3,0,0,0,11,0,5,0,6,3,3
leptidea_sinapisG00000002379,6,15,2,0,7,14,0,16,17,5,9,0,0,0,0,3,0,0
leptidea_sinapisG00000002378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000010623,5,5,0,0,12,0,0,0,0,0,4,0,0,0,9,0,0,0
leptidea_sinapisG00000009016,108,81,167,28,64,85,21,34,25,38,96,163,181,464,74,67,52,238
leptidea_sinapisG00000014909,109,44,256,9,82,14,15,67,50,12,82,43,234,467,165,366,235,199
leptidea_sinapisG00000014908,727,549,0,0,676,2173,0,0,698,812,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014905,346,248,493,80,204,145,92,440,104,102,509,892,1021,1708,902,918,1983,769
leptidea_sinapisG00000014904,52,30,78,13,38,49,0,39,14,18,54,88,108,542,58,75,23,75
leptidea_sinapisG00000014907,2312,2021,1662,178,1905,1289,111,1199,1366,789,2086,2346,3733,8210,2856,3221,4659,2501
leptidea_sinapisG00000014906,874,619,899,224,1164,749,25,554,358,357,853,4887,1562,5006,922,816,733,1913
leptidea_sinapisG00000014901,63,51,1205,26,31,14,2,68,42,42,147,3417,69,129,132,111,18,107
leptidea_sinapisG00000014900,85,79,37,0,93,22,0,30,47,23,63,105,120,271,32,22,51,87
leptidea_sinapisG00000014903,11,0,154,0,19,0,0,0,0,0,27,0,0,0,752,187,681,0
leptidea_sinapisG00000001224,63,47,46,0,47,20,2,9,19,15,4,72,73,87,55,36,38,69
leptidea_sinapisG00000007589,18,10,0,0,27,14,0,0,2,9,22,115,13,7,11,10,7,13
leptidea_sinapisG00000007588,15,10,3,0,22,28,0,19,2,8,26,76,27,76,25,20,27,31
leptidea_sinapisG00000006804,236,339,49,11,1461,357,0,52,374,322,185,5,1059,3547,1000,899,2183,854
leptidea_sinapisG00000009552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013936,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
leptidea_sinapisG00000001225,44,29,20,10,16,26,0,30,16,10,78,56,24,108,23,43,47,36
leptidea_sinapisG00000008919,1,3,0,0,11,0,0,6,0,0,10,0,7,0,7,4,5,7
leptidea_sinapisG00000000426,33,22,21,2,21,8,0,10,13,6,72,12,16,92,21,16,2,9
leptidea_sinapisG00000008918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
leptidea_sinapisG00000008015,0,1,5,0,0,2,0,0,3,0,6,7,7,0,3,7,15,9
leptidea_sinapisG00000004456,97,91,14,28,104,88,0,1,28,67,71,121,23,143,15,32,31,4
leptidea_sinapisG00000012204,110,75,101,18,91,54,0,47,19,14,118,333,150,609,73,99,55,151
leptidea_sinapisG00000012800,12,6,0,0,5,0,0,0,0,4,5,0,5,0,0,21,17,0
leptidea_sinapisG00000007585,13,25,112,9,20,18,0,23,11,23,39,59,136,491,208,237,238,296
leptidea_sinapisG00000014128,0,0,0,0,0,0,0,0,0,0,0,24,623,1592,0,0,4,695
leptidea_sinapisG00000002086,12,16,20,1,0,6,0,25,0,6,168,27,18,285,54,84,26,21
leptidea_sinapisG00000012058,15,19,35,11,14,32,0,16,16,7,32,77,61,189,56,37,29,119
leptidea_sinapisG00000014127,0,0,0,0,0,0,0,4,0,0,0,0,0,0,169,0,0,0
leptidea_sinapisG00000014126,0,0,0,0,0,2,0,0,0,0,2,4,10,6,0,4,12,0
leptidea_sinapisG00000002155,0,6,0,0,11,15,0,0,0,13,0,43,0,63,0,0,0,0
leptidea_sinapisG00000014125,58,36,35,5,24,10,0,19,10,12,23,35,121,348,18,17,34,89
leptidea_sinapisG00000000052,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,2,4,0
leptidea_sinapisG00000000053,43,26,75,0,41,32,0,18,0,13,60,152,73,320,77,129,71,58
leptidea_sinapisG00000000050,0,0,31,12,2,0,82,646,2,9,383,23691,54,30,14,9,9,93
leptidea_sinapisG00000014124,99,87,23,0,91,37,0,12,55,23,47,95,107,306,51,82,143,45
leptidea_sinapisG00000000056,78,44,52,14,66,26,0,36,26,13,68,256,169,483,86,62,50,190
leptidea_sinapisG00000000057,5,1,9,0,6,3,0,0,0,0,5,22,11,0,20,18,15,14
leptidea_sinapisG00000000054,0,2,16,0,3,2,0,0,0,0,6,5,0,0,4,0,0,0
leptidea_sinapisG00000000055,273,259,0,0,274,329,0,0,0,227,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014123,87,82,89,45,20,32,0,93,19,23,136,238,140,322,72,27,28,151
leptidea_sinapisG00000000058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000059,151,106,210,24,104,43,18,84,54,58,112,232,307,355,95,67,131,368
leptidea_sinapisG00000002971,0,0,0,0,0,0,0,0,0,0,5,40,17,0,10,0,21,0
leptidea_sinapisG00000014122,138,73,45,35,59,41,70,435,155,103,6907,46,71,0,22,72,170,25
leptidea_sinapisG00000008013,157,147,147,49,88,71,0,71,85,128,176,396,80,427,38,73,88,65
leptidea_sinapisG00000008915,0,2,10,0,2,1,0,0,0,0,0,7,0,0,10,15,16,0
leptidea_sinapisG00000001124,43,33,292,88,32,29,64,156,16,25,412,194,261,1001,155,312,114,191
leptidea_sinapisG00000012809,119,143,67,31,382,126,33,265,97,41,1718,138,248,667,370,260,336,359
leptidea_sinapisG00000007220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
leptidea_sinapisG00000007221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000007222,0,0,174,2,4,5,35,171,8,8,1263,505,209,520,474,855,357,151
leptidea_sinapisG00000007223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000007224,13,10,4,0,11,7,0,9,4,2,22,32,33,57,6,26,29,34
leptidea_sinapisG00000007225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000007226,43,26,0,0,43,37,0,116,25,51,103,39,93,374,102,166,123,33
leptidea_sinapisG00000007227,236,152,201,43,71,122,0,60,41,16,126,469,45,321,97,121,21,51
leptidea_sinapisG00000007228,32,33,35,19,32,14,0,14,22,5,30,98,90,116,38,22,26,52
leptidea_sinapisG00000007229,746,549,1731,247,576,531,59,625,206,250,775,1803,1781,4698,1432,1472,1190,1975
leptidea_sinapisG00000003072,35,35,72,0,2,21,3,18,10,0,44,72,33,17,21,7,3,32
leptidea_sinapisG00000010497,131,97,387,62,204,94,62,170,52,79,355,474,540,1987,361,455,193,651
leptidea_sinapisG00000003114,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0
leptidea_sinapisG00000007163,0,4,0,0,0,0,0,6,0,0,28,3,0,0,2,0,0,0
leptidea_sinapisG00000001122,5,0,0,0,3,5,0,11,0,0,1,38,9,0,0,0,0,0
leptidea_sinapisG00000011627,64,82,66,0,88,61,0,24,25,51,95,62,55,236,66,50,24,52
