gene_id,P5052_202_S48,P5052_203_S49,P5052_204_S34,P5052_205_S35,P5052_210_S51,P5052_211_S52,P5052_212_S36,P5052_213_S53,P5052_218_S55,P5052_219_S56,P5052_220_S57,P5052_221_S58,P5052_226_S59,P5052_227_S38,P5052_233_S60,P5052_234_S61,P5052_235_S62,P7553_325_S10
leptidea_sinapisG00000003271,35,30,0,0,28,6,8,10,6,0,27,51,109,20,41,23,31,79
leptidea_sinapisG00000003270,77,51,57,6,45,10,6,54,12,13,175,357,61,196,87,29,104,53
leptidea_sinapisG00000003277,5603,21482,248,0,3150,2420,0,83,1033,1504,386,735,35062,38044,14710,27963,23760,64539
leptidea_sinapisG00000003276,3,5,6,0,9,3,0,0,0,2,2,19,4,44,0,7,4,14
leptidea_sinapisG00000003275,39,44,30,0,96,18,0,12,11,13,65,68,123,215,50,41,59,126
leptidea_sinapisG00000003274,0,0,0,0,0,0,21,17,0,0,55,3,4,31,4,8,0,0
leptidea_sinapisG00000013528,117,88,81,0,124,84,0,45,48,27,131,690,276,513,144,104,114,198
leptidea_sinapisG00000013529,109,100,30,0,258,92,0,17,139,157,108,28,164,525,180,131,440,125
leptidea_sinapisG00000014928,17,10,13,0,6,15,0,0,6,6,13,15,9,0,27,20,11,5
leptidea_sinapisG00000013522,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0
leptidea_sinapisG00000013523,325,248,200,129,182,151,27,319,157,134,536,586,602,1310,290,291,286,668
leptidea_sinapisG00000013520,5,4,0,0,0,6,0,0,4,6,0,1,4,29,2,2,2,1
leptidea_sinapisG00000013521,1885,1189,19,0,326,1454,0,0,25,96,19,0,0,0,29,6,19,0
leptidea_sinapisG00000013526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013527,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013524,3362,1977,12736,6557,12752,1415,1020,2942,1755,1224,3087,7918,7459,22759,4276,3315,4871,18173
leptidea_sinapisG00000013525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014801,7006,5256,10360,2011,8595,5476,1638,6521,4883,2712,14150,17451,15317,34195,7195,5929,8980,22419
leptidea_sinapisG00000004724,10,10,0,0,7,11,0,0,0,0,10,32,5,0,13,0,2,12
leptidea_sinapisG00000004725,65,59,43,9,101,24,6,31,16,9,43,126,173,340,60,64,78,130
leptidea_sinapisG00000004726,133,67,140,0,81,54,0,28,9,25,193,341,90,217,244,113,91,125
leptidea_sinapisG00000004727,4,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0
leptidea_sinapisG00000004720,0,0,0,0,2,0,0,2,4,0,1,25,27,0,2434,1035,5827,0
leptidea_sinapisG00000004721,36,40,17,0,48,28,0,26,9,10,83,55,69,165,55,53,116,58
leptidea_sinapisG00000004722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000004723,168,91,164,27,103,76,0,43,41,54,151,87,0,31,0,0,0,0
leptidea_sinapisG00000004728,111,79,263,85,12,19,10,157,10,7,46,822,67,135,171,301,55,60
leptidea_sinapisG00000004729,968,655,119,10,500,152,0,234,141,196,609,576,750,1641,312,482,152,652
leptidea_sinapisG00000004058,1,2,16,0,0,3,0,0,0,0,10,11,3,2,0,9,12,5
leptidea_sinapisG00000004059,30,17,32,0,7,7,0,8,6,9,41,38,43,208,6,19,5,54
leptidea_sinapisG00000006384,3,0,5,0,7,5,0,12,2,0,6,5,8,0,19,20,5,0
leptidea_sinapisG00000006385,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006386,0,0,0,0,0,0,0,0,0,4,0,3554,0,0,0,0,0,0
leptidea_sinapisG00000006387,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0
leptidea_sinapisG00000006380,6,30,0,0,420,95,0,0,113,58,1,0,68,100,96,33,48,47
leptidea_sinapisG00000006381,0,7,0,0,9,5,0,0,7,0,16,7,8,0,9,0,0,0
leptidea_sinapisG00000006382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006383,935,659,935,197,610,454,53,643,230,268,2197,3391,7611,20310,1413,1071,1477,7894
leptidea_sinapisG00000006388,8,5,0,0,8,5,0,0,0,0,2,0,0,44,0,0,0,11
leptidea_sinapisG00000006389,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,9,0,0
leptidea_sinapisG00000012437,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,0,3
leptidea_sinapisG00000008743,44,29,17,0,7,9,0,8,4,12,75,21,27,112,8,16,92,13
leptidea_sinapisG00000007393,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
leptidea_sinapisG00000000791,153,120,70,24,408,230,5,102,119,88,89,346,492,1781,138,113,140,513
leptidea_sinapisG00000007389,8,6,6,0,6,2,0,3,3,0,17,13,11,50,27,15,15,8
leptidea_sinapisG00000007388,311,210,4,0,358,114,6,77,183,51,867,302,81,427,247,242,174,59
leptidea_sinapisG00000007387,4,3,9,0,5,5,0,0,6,0,16,13,0,0,48,47,39,0
leptidea_sinapisG00000007386,25,4,186,0,14,0,44,0,13,0,83,0,0,0,163,34,92,0
leptidea_sinapisG00000007385,881,713,532,73,1328,550,59,244,499,424,522,3772,2261,9326,6416,11152,2277,3962
leptidea_sinapisG00000007384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000007383,1372,1375,1291,700,1485,1224,287,2700,704,659,4879,2022,668,735,78,56,221,597
leptidea_sinapisG00000007382,0,3,0,0,0,1,9,0,0,0,3,13,17,0,0,0,9,19
leptidea_sinapisG00000007381,39,15,21,0,21,10,0,19,25,7,30,45,49,204,14,6,23,44
leptidea_sinapisG00000007380,0,5,5,0,9,10,0,0,15,4,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014183,0,0,11,0,3,2,0,0,0,0,0,2,0,0,0,2,3,0
leptidea_sinapisG00000008740,681,433,7,19,472,338,0,28,253,471,401,38,25,109,27,18,37,32
leptidea_sinapisG00000003499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000003498,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0
leptidea_sinapisG00000003497,1134,799,1246,324,925,614,177,895,528,483,1245,2964,2058,5629,576,652,715,2103
leptidea_sinapisG00000003496,141,103,46,0,139,104,4,49,59,51,228,332,693,1949,368,327,469,426
leptidea_sinapisG00000003495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000003494,93,73,43,31,74,32,6,25,19,17,135,182,70,157,99,72,82,97
leptidea_sinapisG00000003493,7,4,4,0,3,1,0,7,0,0,9,0,4,0,5,2,4,3
leptidea_sinapisG00000003492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,14,0
leptidea_sinapisG00000003491,97,64,28,0,86,20,0,26,24,25,94,129,75,141,67,65,43,49
leptidea_sinapisG00000003490,0,3,9,2,6,8,0,0,0,3,9,6,14,0,2,0,28,15
leptidea_sinapisG00000005895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0
leptidea_sinapisG00000005894,2,0,45,7,0,0,0,3,0,0,7,11,18,23,13,25,52,17
leptidea_sinapisG00000005897,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
leptidea_sinapisG00000005896,0,0,0,0,0,0,0,0,0,0,4,0,10,0,9,8,4,0
leptidea_sinapisG00000000603,3,6,2,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0
leptidea_sinapisG00000000602,0,7,5,0,0,2,0,0,0,0,13,0,7,0,0,3,29,8
leptidea_sinapisG00000000601,0,2,2,0,3,0,0,0,1,0,0,0,0,0,0,4,0,0
leptidea_sinapisG00000011589,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,0,0
leptidea_sinapisG00000011586,31187,21024,46860,7046,22938,19652,8630,18783,19082,9641,42025,50175,52219,130815,19201,17084,24283,78022
leptidea_sinapisG00000011587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000011584,209,65,1641,0,61,0,121,14,351,0,457,0,5,0,1084,858,1334,12
leptidea_sinapisG00000011585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,686,2916,0
leptidea_sinapisG00000005899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000005898,1,0,13,0,0,0,0,0,1,0,2,0,2,0,16,2,14,0
leptidea_sinapisG00000011580,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
leptidea_sinapisG00000000608,75,103,158,61,179,90,5,144,125,152,98,80,208,327,126,112,67,97
leptidea_sinapisG00000007035,65,62,21,0,49,41,0,15,21,29,34,81,25,38,21,18,7,10
leptidea_sinapisG00000007034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000007037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000003487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
leptidea_sinapisG00000007031,21,17,42,0,16,9,0,8,3,7,7,20,3,59,12,19,17,0
leptidea_sinapisG00000007030,3,0,0,0,2,0,0,6,0,2,0,8,0,0,161770,84567,281705,5
leptidea_sinapisG00000007033,400,371,731,48,613,401,88,342,256,301,443,696,1250,2333,830,794,1521,1348
leptidea_sinapisG00000007032,34,64,0,0,34,32,4,7,77,45,49,9,32,0,8,6,26,29
leptidea_sinapisG00000007039,168,126,140,60,156,32,25,69,43,35,69,128,324,592,53,67,62,248
leptidea_sinapisG00000007038,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
leptidea_sinapisG00000005586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000015541,11,7,21,0,8,6,0,19,3,4,16,16,19,172,26,25,54,26
leptidea_sinapisG00000003808,7,6,14,0,8,3,0,0,0,0,36,46,14,80,6,21,9,17
leptidea_sinapisG00000003809,88,58,220,68,48,35,55,175,33,22,228,224,205,671,173,180,375,388
leptidea_sinapisG00000011368,19,26,0,0,11,10,0,7,0,5,29,51,14,0,5,1,14,26
leptidea_sinapisG00000011369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000011362,364,202,117,17,318,119,22,66,143,102,249,755,535,833,139,219,204,441
leptidea_sinapisG00000011363,9,15,0,0,89,45,0,0,14,27,22,12,30,75,59,69,40,37
leptidea_sinapisG00000003802,0,0,0,0,0,0,0,0,0,0,0,59,1939,5344,4,4,0,2900
leptidea_sinapisG00000003803,17,10,20,0,9,5,16,4,8,4,9,40,28,67,13,13,25,39
leptidea_sinapisG00000011366,30,17,174,61,22,26,215,94,27,18,276,68,8142,18692,5261,2799,20042,9744
leptidea_sinapisG00000005888,0,0,0,0,2,4,0,0,0,0,5,0,31,121,9,10,25,86
leptidea_sinapisG00000011364,32,43,17,0,34,6,0,11,6,8,27,44,30,52,13,11,60,20
leptidea_sinapisG00000011365,0,5,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0
leptidea_sinapisG00000014808,96,387,0,0,2380,590,0,3,547,847,0,0,98,177,135,76,97,15
leptidea_sinapisG00000005889,85,52,41,15,37,18,0,51,11,14,368,283,82,403,150,181,277,57
leptidea_sinapisG00000005099,124,133,299,37,96,78,7,89,31,59,255,405,221,702,158,128,128,184
leptidea_sinapisG00000005098,106,88,98,0,210,129,9,76,201,104,150,870,141,697,362,163,586,285
leptidea_sinapisG00000012436,1185,955,1357,350,712,1063,219,903,937,834,958,512,1252,4138,653,873,1390,1194
leptidea_sinapisG00000005095,2690,2827,7486,575,6340,10136,310,2951,1716,4832,7091,9627,4350,18190,5099,4956,3052,5678
leptidea_sinapisG00000005094,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
leptidea_sinapisG00000005097,72,102,0,0,239,46,0,5,160,86,32,11,26,207,16,21,40,27
leptidea_sinapisG00000005096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000005091,46,220,0,0,1019,169,0,2,145,213,3,0,0,0,0,0,0,0
leptidea_sinapisG00000005090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,378,599,0
leptidea_sinapisG00000005093,364,272,418,36,328,248,25,209,190,189,338,651,511,1796,327,276,334,590
leptidea_sinapisG00000005092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000010181,0,0,0,0,7,2,0,0,0,0,97,0,58,246,114,128,97,99
leptidea_sinapisG00000010180,0,0,0,0,0,0,0,0,3,3,0,1,2,0,0,5,0,0
leptidea_sinapisG00000010183,4,0,0,0,2,0,0,0,3,0,0,10,3,0,12,0,4,0
leptidea_sinapisG00000010182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000010185,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,5,0
leptidea_sinapisG00000010184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000010187,262,218,227,40,271,105,39,93,90,102,414,362,247,978,330,152,271,231
leptidea_sinapisG00000010186,57,18,20,0,27,15,0,9,11,3,31,84,40,169,16,23,6,86
leptidea_sinapisG00000010189,7,0,0,0,0,5,0,0,0,6,0,1173,16,0,12,0,31,20
leptidea_sinapisG00000010188,0,0,0,0,11,5,0,2,0,0,3,0,0,0,0,0,0,0
leptidea_sinapisG00000008745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
leptidea_sinapisG00000005887,0,0,0,0,1,0,0,6,0,0,0,3,0,0,0,0,1,0
leptidea_sinapisG00000005047,37,21,95,11,8,4,0,41,12,10,27,27,31,192,24,31,11,48
leptidea_sinapisG00000007517,13,7,0,0,12,22,0,0,1,4,31,8,8,0,18,11,20,21
leptidea_sinapisG00000012374,66,77,140,90,91,38,48,118,40,32,54,184,188,596,145,170,85,214
leptidea_sinapisG00000008422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000009589,183,119,58,20,125,69,10,54,48,43,167,236,95,446,64,53,38,95
leptidea_sinapisG00000013761,3,17,0,0,0,7,0,2,0,0,0,0,0,0,0,7,2,10
leptidea_sinapisG00000001589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000003295,9,7,13,0,11,6,0,5,0,0,16,31,14,25,5,5,10,3
leptidea_sinapisG00000013065,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
leptidea_sinapisG00000013064,0,0,0,0,3,1,0,5,0,0,8,2,0,11,6,2,5,6
leptidea_sinapisG00000013063,300,263,598,230,226,143,93,228,145,89,219,310,789,1656,132,168,208,639
leptidea_sinapisG00000013062,138,81,22,20,104,38,13,52,24,17,562,770,226,603,269,222,259,210
leptidea_sinapisG00000013061,0,2,3,0,0,0,0,2,0,0,0,1,6,0,0,0,3,0
leptidea_sinapisG00000003526,268,154,223,29,89,40,25,217,42,52,711,262,320,947,298,364,234,316
leptidea_sinapisG00000006814,5,3,0,0,0,1,0,2,0,3,0,12,11,0,11,7,4,8
leptidea_sinapisG00000006815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006544,199,147,231,19,258,156,17,153,147,90,129,382,473,950,234,311,224,342
leptidea_sinapisG00000006545,156,144,59,9,175,67,3,30,42,40,114,373,124,300,123,88,92,97
leptidea_sinapisG00000006810,0,0,0,0,3,4,0,2,0,0,2,0,0,19,5,8,6,0
leptidea_sinapisG00000006543,128,95,192,27,164,82,78,167,43,116,585,424,602,1723,312,347,395,633
leptidea_sinapisG00000006812,1293,1000,1773,495,1024,617,142,1252,312,407,3643,4467,2106,8092,2423,2087,1568,2442
leptidea_sinapisG00000013068,0,0,9,2,9,0,0,0,0,0,0,0,2,0,151,15,60,0
leptidea_sinapisG00000003524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
leptidea_sinapisG00000001744,0,0,0,0,0,0,0,0,0,0,21,65,0,0,0,0,0,0
leptidea_sinapisG00000003523,7,0,7,0,8,0,0,0,2,0,19,1,0,0,20,17,33,0
leptidea_sinapisG00000003522,0,0,0,0,0,0,0,0,1,0,4,0,0,0,47,7,62,0
leptidea_sinapisG00000008777,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000008776,57,40,46,0,11,13,13,25,10,6,30,62,45,197,45,44,333,86
leptidea_sinapisG00000008775,4,2,0,0,12,0,0,0,1,0,0,0,0,0,0,4,2,0
leptidea_sinapisG00000008774,73,44,14,0,3,14,0,22,3,6,159,170,19,0,25,30,60,8
leptidea_sinapisG00000008773,23,22,0,0,35,34,0,223,31,29,970,25,59,414,132,176,140,83
leptidea_sinapisG00000008804,85,68,10,18,111,11,3,9,17,17,8,91,292,253,14,16,46,209
leptidea_sinapisG00000008807,84,49,35,11,72,16,0,50,20,7,105,153,284,310,83,65,56,236
leptidea_sinapisG00000008806,79,12,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
leptidea_sinapisG00000008809,182,149,1224,263,101,143,161,564,113,122,216,589,697,2223,269,245,267,815
leptidea_sinapisG00000008808,133,105,233,20,153,123,32,144,75,76,206,732,446,1117,616,382,430,679
leptidea_sinapisG00000003520,1586,1431,2322,297,3751,3340,341,1596,2079,1979,2285,3200,4351,15474,4973,6491,5522,5054
leptidea_sinapisG00000014259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014258,0,0,0,0,3,0,0,0,0,0,0,0,0,29,0,0,0,0
leptidea_sinapisG00000008779,6,5,0,0,0,6,0,0,2,0,5,8,4,0,4,0,3,6
leptidea_sinapisG00000008778,8,0,30,55,0,0,114,428,0,0,46,16,13,97,42,16,9,27
leptidea_sinapisG00000002344,6797,6704,17264,2649,9426,10873,3220,4892,9860,6353,3546,22135,30775,130477,35131,51136,10682,50750
leptidea_sinapisG00000006413,95,115,0,3,26,38,0,11,23,36,11,4,33,55,2,4,2,51
leptidea_sinapisG00000009876,233,147,384,60,182,144,26,115,129,68,132,374,1065,1817,110,101,151,1155
leptidea_sinapisG00000001374,150,111,212,52,50,74,4,136,48,37,177,274,16,209,76,100,89,15
leptidea_sinapisG00000001742,44,37,48,26,33,31,0,11,14,10,101,78,136,229,43,62,111,69
leptidea_sinapisG00000002346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
leptidea_sinapisG00000006415,4,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0
leptidea_sinapisG00000013203,113,97,25,0,31,32,0,18,12,13,69,312,46,129,18,33,37,45
leptidea_sinapisG00000013202,126,128,4,0,384,130,0,24,92,79,82,108,229,584,211,183,271,216
leptidea_sinapisG00000006603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002835,39,38,7,2,31,17,2,51,10,7,48,42,27,192,19,40,48,31
leptidea_sinapisG00000013207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013205,0,0,0,0,5,1,0,0,0,0,0,30,485,991,1234,351,281,866
leptidea_sinapisG00000013204,101,57,103,9,116,90,13,85,36,31,192,185,102,353,150,186,140,90
leptidea_sinapisG00000006609,0,7,0,0,0,0,0,0,0,2,7,9,3,29,0,8,4,0
leptidea_sinapisG00000014938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013209,28,27,7,0,26,24,0,7,11,8,15,42,37,57,9,9,19,16
leptidea_sinapisG00000013208,0,0,10,0,6,3,0,0,0,15,0,6,3,0,0,43,26,3
leptidea_sinapisG00000002833,39,25,41,14,30,4,0,16,0,11,36,66,77,80,45,37,34,63
leptidea_sinapisG00000002047,12,23,11,6,55,15,260,577,25,30,3878,65,4658,14286,1255,874,251,3203
leptidea_sinapisG00000002510,23,26,7,14,15,9,4,26,15,12,43,93,24,46,23,13,7,33
leptidea_sinapisG00000002513,147,137,72,24,186,66,13,40,55,60,90,316,143,609,101,93,89,123
leptidea_sinapisG00000002512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002515,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0
leptidea_sinapisG00000002830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002041,26,26,50,0,24,18,0,14,7,6,34,42,47,42,30,28,71,31
leptidea_sinapisG00000002040,47,101,20,0,303,55,0,13,50,74,122,67,11,20,74,47,64,10
leptidea_sinapisG00000002519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002518,307,260,944,217,296,165,203,430,170,184,745,686,1057,3724,705,590,542,980
leptidea_sinapisG00000002343,45,51,36,14,46,21,0,28,24,13,35,155,106,288,43,59,58,111
leptidea_sinapisG00000002049,113,102,77,15,75,30,0,56,13,16,135,133,156,266,132,71,45,175
leptidea_sinapisG00000002048,0,0,0,0,0,0,0,0,0,0,2,0,0,0,169,118,1070,0
leptidea_sinapisG00000008113,21,22,61,9,11,12,0,6,5,10,28,45,8,17,2,2,3,5
leptidea_sinapisG00000008112,0,0,0,0,0,0,0,0,0,0,4,0,5,0,20,17,22,0
leptidea_sinapisG00000008111,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,4,0
leptidea_sinapisG00000008110,8,12,5,0,0,8,0,0,0,0,11,13,8,0,0,0,0,12
leptidea_sinapisG00000008117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
leptidea_sinapisG00000008116,0,0,0,0,21,7,0,0,0,0,0,0,0,0,0,5,13,0
leptidea_sinapisG00000008115,4,10,0,0,4,16,0,6,2,12,31,22,18,71,13,4,36,4
leptidea_sinapisG00000008114,120,67,76,58,84,81,0,72,41,27,213,152,153,534,110,99,177,163
leptidea_sinapisG00000005040,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000008425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000008119,78,42,443,81,77,53,19,118,22,9,171,247,236,500,323,650,465,307
leptidea_sinapisG00000008118,38,22,11,0,11,15,0,23,6,16,18,58210,103,289,61,16,24,82
leptidea_sinapisG00000000926,253,13,7,3,251,214,0,73,80,100,256,327,124,142,111,5,99,6
leptidea_sinapisG00000008475,289,276,1265,282,257,252,35,528,170,143,548,940,621,1820,226,380,507,796
leptidea_sinapisG00000000927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000293,11,7,29,10,21,16,8,5,6,10,12,13,47,106,6,19,11,57
leptidea_sinapisG00000008424,1894,1221,342,145,1417,494,100,762,588,408,2283,585,563,1867,1000,909,2799,414
leptidea_sinapisG00000000922,67,73,340,34,89,125,31,212,45,28,110,332,596,1586,137,119,60,660
leptidea_sinapisG00000000923,0,0,13,0,5,0,0,0,0,3,0,2,0,0,7,2,17,0
leptidea_sinapisG00000009228,384,282,525,139,438,223,49,203,194,153,447,988,873,1809,333,277,197,687
leptidea_sinapisG00000008484,4,8,10,0,18,0,0,0,5,0,12,0,0,0,22,13,39,0
leptidea_sinapisG00000000920,118,56,59,50,87,35,0,73,24,35,96,189,134,305,66,39,64,124
leptidea_sinapisG00000000921,34,12,16,0,20,0,1,4,23,0,48,0,0,0,124,68,82,0
leptidea_sinapisG00000014223,1243,1099,368,101,942,829,20,361,395,734,1462,1513,1407,4307,1676,1398,1491,1689
leptidea_sinapisG00000012266,43,45,2,0,18,20,0,10,2,16,61,58,30,81,75,77,115,17
leptidea_sinapisG00000008423,0,0,0,0,5,0,0,0,0,0,0,0,0,0,54,32,126,0
leptidea_sinapisG00000008994,144,47,93,0,55,34,0,65,23,37,108,116,62,197,13,24,51,53
leptidea_sinapisG00000007639,17,12,11,12,12,6,0,0,8,8,28,61,10,8,9,15,8,7
leptidea_sinapisG00000007638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000007637,68,55,4,17,71,16,4,15,11,13,23,57,108,486,18,35,10,92
leptidea_sinapisG00000007636,0,5,3,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0
leptidea_sinapisG00000007635,2,5,8,0,7,3,0,7,0,0,7,19,13,26,6,0,7,6
leptidea_sinapisG00000007634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
leptidea_sinapisG00000007633,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,27,3,5
leptidea_sinapisG00000007632,0,7,0,0,3,2,0,0,2,3,3,25,3,0,22,0,7,2
leptidea_sinapisG00000007631,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0
leptidea_sinapisG00000007630,163,112,110,0,79,112,0,121,63,49,165,226,149,556,78,104,90,97
leptidea_sinapisG00000003390,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0
leptidea_sinapisG00000003391,41,3,93,0,19,0,19,0,28,0,107,0,0,0,166,90,215,0
leptidea_sinapisG00000003392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000003641,14,8,25,0,5,6,2,9,0,5,5,12,10,0,8,7,11,3
leptidea_sinapisG00000012558,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0
leptidea_sinapisG00000003395,10,7,11,0,129,9,33,32,8,0,62,31,104,407,386,225,297,58
leptidea_sinapisG00000012008,0,3,22,0,7,0,0,0,0,0,0,3,3,0,5,3,18,0
leptidea_sinapisG00000012009,1,8,13,0,10,0,0,10,1,0,5,14,10,26,9,7,6,8
leptidea_sinapisG00000012554,134,107,90,14,106,31,0,70,42,45,72,236,245,465,63,73,64,211
leptidea_sinapisG00000012007,886,658,9155,637,296,385,547,371,189,272,674,717,47698,99794,3199,2675,4850,13869
leptidea_sinapisG00000012004,613,381,373,147,386,255,95,175,280,248,398,610,1708,3325,186,176,531,1498
leptidea_sinapisG00000012557,0,0,0,0,0,0,0,0,0,0,0,58,2,0,10,0,0,0
leptidea_sinapisG00000012550,76,55,93,15,34,43,0,64,31,18,46,90,131,506,51,29,16,100
leptidea_sinapisG00000012551,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
leptidea_sinapisG00000012552,4,24,57,0,17,21,0,23,11,2,26,70,32,200,39,29,54,56
leptidea_sinapisG00000012001,9,1,19,0,17,3,0,0,2,3,1,2,49,60,63,64,49,61
leptidea_sinapisG00000013609,10,10,0,0,13,6,0,16,9,6,21,0,0,0,1,0,1,0
leptidea_sinapisG00000005770,70,49,21,0,86,31,3,10,17,16,39,116,166,306,24,24,24,176
leptidea_sinapisG00000005771,17,2,151,0,22,0,0,0,8,0,80,13,68,0,282,238,409,6
leptidea_sinapisG00000005772,3,5,2,0,0,10,0,0,0,0,2,8,14,75,2,0,16,0
